DATE,SGD
2015/7/2,4.5384
2015/7/1,4.5565
2015/6/30,4.558
2015/6/29,4.538
2015/6/26,4.5737
2015/6/25,4.5687
2015/6/24,4.5812
2015/6/23,4.5992
2015/6/19,4.6024
2015/6/18,4.5938
2015/6/17,4.5707
2015/6/16,4.5608
2015/6/15,4.5613
2015/6/12,4.5652
2015/6/11,4.5672
2015/6/10,4.5444
2015/6/9,4.5327
2015/6/8,4.5208
2015/6/5,4.5524
2015/6/4,4.5655
2015/6/3,4.5476
2015/6/2,4.5308
2015/6/1,4.547
2015/5/29,4.5554
2015/5/28,4.5459
2015/5/27,4.5529
2015/5/26,4.5698
2015/5/25,4.5892
2015/5/22,4.5949
2015/5/21,4.5938
2015/5/20,4.5942
2015/5/19,4.621
2015/5/18,4.6397
2015/5/15,4.6409
2015/5/14,4.6245
2015/5/13,4.6006
2015/5/12,4.5882
2015/5/11,4.6152
2015/5/8,4.6062
2015/5/7,4.63
2015/5/6,4.609
2015/5/5,4.6103
2015/5/4,4.6107
2015/4/30,4.6455
2015/4/29,4.6549
2015/4/28,4.6269
2015/4/27,4.6103
2015/4/24,4.5783
2015/4/23,4.56
2015/4/22,4.5475
2015/4/21,4.5572
2015/4/20,4.5731
2015/4/17,4.5502
2015/4/16,4.5402
2015/4/15,4.5283
2015/4/14,4.5201
2015/4/13,4.5093
2015/4/10,4.5294
2015/4/9,4.5338
2015/4/8,4.5243
2015/4/7,4.5335
2015/4/3,4.5303
2015/4/2,4.5153
2015/4/1,4.4907
2015/3/31,4.4758
2015/3/30,4.4879
2015/3/27,4.497
2015/3/26,4.4951
2015/3/25,4.511
2015/3/24,4.5028
2015/3/23,4.4642
2015/3/20,4.4458
2015/3/19,4.4784
2015/3/18,4.4492
2015/3/17,4.4486
2015/3/16,4.4468
2015/3/13,4.4778
2015/3/12,4.4612
2015/3/11,4.4634
2015/3/10,4.4743
2015/3/9,4.4878
2015/3/6,4.5111
2015/3/5,4.5263
2015/3/4,4.5379
2015/3/3,4.5281
2015/3/2,4.5281
2015/2/27,4.5581
2015/2/26,4.5621
2015/2/25,4.5497
2015/2/17,4.5489
2015/2/16,4.5513
2015/2/13,4.5399
2015/2/12,4.5221
2015/2/11,4.546
2015/2/10,4.551
2015/2/9,4.5555
2015/2/6,4.5825
2015/2/5,4.5664
2015/2/4,4.5766
2015/2/3,4.5632
2015/2/2,4.5597
2015/1/30,4.5544
2015/1/29,4.552
2015/1/28,4.5604
2015/1/27,4.5787
2015/1/26,4.5821
2015/1/23,4.5969
2015/1/22,4.6004
2015/1/21,4.5914
2015/1/20,4.6059
2015/1/19,4.6304
2015/1/16,4.6299
2015/1/15,4.5987
2015/1/14,4.6053
2015/1/13,4.5983
2015/1/12,4.6108
2015/1/9,4.6039
2015/1/8,4.6024
2015/1/7,4.6048
2015/1/6,4.6024
2015/1/5,4.6084
2014/12/31,4.6396
2014/12/30,4.6381
2014/12/29,4.6402
2014/12/26,4.6374
2014/12/25,4.6389
2014/12/24,4.6371
2014/12/23,4.6526
2014/12/22,4.6649
2014/12/19,4.6633
2014/12/18,4.6688
2014/12/17,4.7165
2014/12/16,4.6739
2014/12/15,4.6722
2014/12/12,4.6721
2014/12/11,4.6818
2014/12/10,4.6623
2014/12/9,4.6477
2014/12/8,4.6438
2014/12/5,4.6803
2014/12/4,4.6806
2014/12/3,4.6819
2014/12/2,4.7006
2014/12/1,4.6913
2014/11/28,4.7158
2014/11/27,4.7258
2014/11/26,4.7229
2014/11/25,4.7157
2014/11/24,4.7301
2014/11/21,4.7225
2014/11/20,4.7119
2014/11/19,4.7271
2014/11/18,4.7314
2014/11/17,4.7321
2014/11/14,4.7448
2014/11/13,4.7588
2014/11/12,4.7496
2014/11/11,4.7532
2014/11/10,4.7699
2014/11/7,4.7495
2014/11/6,4.7464
2014/11/5,4.7646
2014/11/4,4.7581
2014/11/3,4.7726
2014/10/31,4.8057
2014/10/30,4.804
2014/10/29,4.8225
2014/10/28,4.8184
